ID,Duration,Role,Age_Group,Delivery_Type,Area_Type,Usage_Exp,Work_Hours,Inconvenience_M,Feature_Importance_M,Loc_Preference,Scheme_Choice,PU_Efficiency,PU_Safety,PU_Value,PEOU_Search,Attention_Check,PEOU_Process,PEOU_Habit,BI_Usage,BI_Recommend,Cost_Bearing_M,Pay_Willingness,Ad_Acceptance,Rider_Concern_Open,Career_Duration,Monthly_Income
270,219,外卖骑手,18-24岁,众包,住宅区/社区为主,完全不知道,4-8小时,"饮水不便,手机/电瓶车充电难","充电续航,基础休憩",社区便利店/超市内,A（高频便利型）,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,"由外卖平台承担,广告收入",不太愿意,1.0,,不到6个月,8000-12000元
271,451,外卖骑手,25-30岁,专送,住宅区/社区为主,完全不知道,8-12小时,找不到合适地方休息,"基础休憩,便利服务",小区出入口/门卫室附近,C（弹性流动型）,5.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,4.0,"向骑手收取少量费用,广告收入",完全不愿意,3.0,,1-3年,8000-12000元
274,126,外卖骑手,31-40岁,众包,住宅区/社区为主,知道，但从没用过,超过12小时,"找不到合适地方休息,手机/电瓶车充电难","充足的电瓶车停车位,基础休憩",小区出入口/门卫室附近,A（高频便利型）,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,,1-3年,12000元以上
275,108,外卖骑手,18-24岁,众包,商业区/写字楼为主,知道，但从没用过,少于4小时,手机/电瓶车充电难,"应急庇护,便利服务",社区便利店/超市内,A（高频便利型）,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,"广告收入,向骑手收取少量费用",愿意支付,4.0,,不到6个月,12000元以上
276,562,外卖骑手,31-40岁,专送,混合区域,知道，但从没用过,超过12小时,"手机/电瓶车充电难,找不到合适地方休息","充电续航,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,"完全由政府出资,由外卖平台承担",不太愿意,2.0,,不到6个月,12000元以上
277,301,外卖骑手,31-40岁,专送,住宅区/社区为主,完全不知道,4-8小时,"找不到合适地方休息,身体疲劳无处缓解,上厕所不便","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,5.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,4.0,"广告收入,由外卖平台承担",不太愿意,4.0,,不到6个月,8000-12000元
278,276,外卖骑手,41岁及以上,众包,商业区/写字楼为主,是，经常用,4-8小时,"手机/电瓶车充电难,身体疲劳无处缓解,饮水不便","基础休憩,应急庇护",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,"由外卖平台承担,广告收入",视情况而定,5.0,,6个月-1年,5000元以下
279,278,外卖骑手,25-30岁,众包,住宅区/社区为主,是，经常用,少于4小时,"饮水不便,身体疲劳无处缓解","基础休憩,充电续航",闲置核酸亭/集装箱改造,A（高频便利型）,2.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,"完全由政府出资,向骑手收取少量费用",视情况而定,3.0,,1-3年,5000-8000元
281,563,外卖骑手,18-24岁,众包,商业区/写字楼为主,是，偶尔用,8-12小时,"上厕所不便,手机/电瓶车充电难,找不到合适地方休息","充足的电瓶车停车位,充电续航",小区出入口/门卫室附近,A（高频便利型）,4.0,3.0,5.0,4.0,1.0,4.0,5.0,4.0,3.0,"由外卖平台承担,广告收入",完全不愿意,5.0,,不到6个月,12000元以上
284,352,外卖骑手,25-30岁,众包,商业区/写字楼为主,完全不知道,超过12小时,手机/电瓶车充电难,"基础休憩,便利服务",闲置核酸亭/集装箱改造,C（弹性流动型）,5.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,3.0,"广告收入,由外卖平台承担",视情况而定,4.0,,不到6个月,12000元以上
286,634,外卖骑手,31-40岁,专送,商业区/写字楼为主,知道，但从没用过,4-8小时,"找不到合适地方休息,饮水不便","应急庇护,充足的电瓶车停车位",闲置核酸亭/集装箱改造,B（综合保障型）,3.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,"广告收入,完全由政府出资",视情况而定,1.0,,不到6个月,5000-8000元
289,773,外卖骑手,25-30岁,专送,商业区/写字楼为主,是，偶尔用,4-8小时,"找不到合适地方休息,身体疲劳无处缓解","应急庇护,充足的电瓶车停车位",小区出入口/门卫室附近,C（弹性流动型）,2.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,"向骑手收取少量费用,由外卖平台承担",不太愿意,2.0,,1-3年,8000-12000元
290,355,外卖骑手,25-30岁,众包,混合区域,是，偶尔用,8-12小时,"上厕所不便,找不到合适地方休息","应急庇护,基础休憩",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"广告收入,向骑手收取少量费用",完全不愿意,2.0,,1-3年,12000元以上
292,465,外卖骑手,31-40岁,专送,住宅区/社区为主,是，偶尔用,少于4小时,身体疲劳无处缓解,"应急庇护,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,"由外卖平台承担,广告收入",不太愿意,5.0,,6个月-1年,5000-8000元
296,338,外卖骑手,25-30岁,专送,商业区/写字楼为主,知道，但从没用过,8-12小时,"饮水不便,手机/电瓶车充电难,找不到合适地方休息","充电续航,基础休憩",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,3.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,,6个月-1年,12000元以上
298,1014,外卖骑手,18-24岁,众包,商业区/写字楼为主,是，经常用,少于4小时,饮水不便,"便利服务,应急庇护",小区出入口/门卫室附近,A（高频便利型）,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,"由外卖平台承担,完全由政府出资",愿意支付,3.0,,不到6个月,5000-8000元
299,1671,外卖骑手,18-24岁,专送,商业区/写字楼为主,完全不知道,超过12小时,"手机/电瓶车充电难,身体疲劳无处缓解,饮水不便","便利服务,基础休憩",社区便利店/超市内,B（综合保障型）,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,由外卖平台承担",愿意支付,5.0,,不到6个月,12000元以上
301,604,外卖骑手,25-30岁,众包,混合区域,是，经常用,少于4小时,"身体疲劳无处缓解,上厕所不便","应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,"由外卖平台承担,向骑手收取少量费用",不太愿意,1.0,,不到6个月,5000元以下
306,310,外卖骑手,31-40岁,专送,住宅区/社区为主,是，经常用,8-12小时,"上厕所不便,找不到合适地方休息,饮水不便","充电续航,应急庇护",社区便利店/超市内,C（弹性流动型）,4.0,4.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,"广告收入,由外卖平台承担",视情况而定,2.0,,6个月-1年,5000-8000元
309,450,外卖骑手,25-30岁,众包,商业区/写字楼为主,完全不知道,8-12小时,"手机/电瓶车充电难,找不到合适地方休息,上厕所不便","充足的电瓶车停车位,基础休憩",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,5.0,,不到6个月,12000元以上
310,367,外卖骑手,31-40岁,众包,商业区/写字楼为主,是，偶尔用,少于4小时,饮水不便,"充足的电瓶车停车位,充电续航",小区出入口/门卫室附近,A（高频便利型）,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,完全由政府出资",完全不愿意,3.0,,6个月-1年,12000元以上
311,658,外卖骑手,18-24岁,众包,商业区/写字楼为主,知道，但从没用过,8-12小时,饮水不便,"基础休憩,应急庇护",小区出入口/门卫室附近,A（高频便利型）,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,"完全由政府出资,向骑手收取少量费用",完全不愿意,5.0,,3年以上,8000-12000元
314,212,外卖骑手,31-40岁,众包,住宅区/社区为主,完全不知道,4-8小时,"饮水不便,找不到合适地方休息","便利服务,应急庇护",社区便利店/超市内,A（高频便利型）,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,"完全由政府出资,向骑手收取少量费用",完全不愿意,3.0,,不到6个月,5000元以下
315,388,外卖骑手,18-24岁,众包,住宅区/社区为主,知道，但从没用过,少于4小时,饮水不便,"充电续航,应急庇护",社区便利店/超市内,A（高频便利型）,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"向骑手收取少量费用,由外卖平台承担",视情况而定,4.0,,6个月-1年,5000-8000元
317,207,外卖骑手,18-24岁,众包,住宅区/社区为主,是，偶尔用,超过12小时,"饮水不便,身体疲劳无处缓解,上厕所不便","基础休憩,充电续航",社区党群服务中心,B（综合保障型）,4.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,"广告收入,完全由政府出资",视情况而定,4.0,,不到6个月,8000-12000元
320,346,外卖骑手,18-24岁,众包,混合区域,是，偶尔用,4-8小时,饮水不便,"基础休憩,充电续航",小区出入口/门卫室附近,C（弹性流动型）,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,"由外卖平台承担,广告收入",愿意支付,4.0,,不到6个月,5000元以下
321,475,外卖骑手,31-40岁,专送,商业区/写字楼为主,知道，但从没用过,超过12小时,身体疲劳无处缓解,"应急庇护,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,"向骑手收取少量费用,广告收入",视情况而定,3.0,,6个月-1年,8000-12000元
323,184,外卖骑手,18-24岁,专送,混合区域,是，偶尔用,8-12小时,"身体疲劳无处缓解,找不到合适地方休息","充电续航,应急庇护",社区便利店/超市内,A（高频便利型）,4.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"广告收入,完全由政府出资",不太愿意,2.0,,不到6个月,5000-8000元
326,342,外卖骑手,41岁及以上,众包,混合区域,完全不知道,少于4小时,"找不到合适地方休息,上厕所不便","充电续航,充足的电瓶车停车位",社区党群服务中心,A（高频便利型）,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,完全由政府出资",视情况而定,5.0,,1-3年,12000元以上
327,332,外卖骑手,18-24岁,众包,商业区/写字楼为主,完全不知道,少于4小时,找不到合适地方休息,"基础休憩,充电续航",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,"完全由政府出资,由外卖平台承担",完全不愿意,5.0,,1-3年,12000元以上
333,443,外卖骑手,25-30岁,众包,混合区域,是，偶尔用,4-8小时,找不到合适地方休息,"应急庇护,便利服务",社区便利店/超市内,B（综合保障型）,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,"广告收入,由外卖平台承担",不太愿意,2.0,,不到6个月,5000元以下
334,787,外卖骑手,31-40岁,众包,商业区/写字楼为主,是，偶尔用,少于4小时,饮水不便,"充电续航,基础休憩",小区出入口/门卫室附近,B（综合保障型）,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,4.0,,6个月-1年,5000元以下
335,317,外卖骑手,18-24岁,众包,住宅区/社区为主,是，偶尔用,8-12小时,"上厕所不便,手机/电瓶车充电难","充足的电瓶车停车位,应急庇护",小区出入口/门卫室附近,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,"向骑手收取少量费用,完全由政府出资",愿意支付,5.0,,6个月-1年,8000-12000元
337,181,外卖骑手,18-24岁,众包,住宅区/社区为主,知道，但从没用过,4-8小时,"找不到合适地方休息,身体疲劳无处缓解","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,"广告收入,由外卖平台承担",视情况而定,4.0,,6个月-1年,12000元以上
341,369,外卖骑手,41岁及以上,众包,商业区/写字楼为主,是，经常用,8-12小时,找不到合适地方休息,"应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,"广告收入,完全由政府出资",视情况而定,4.0,,不到6个月,5000-8000元
342,257,外卖骑手,25-30岁,众包,混合区域,是，偶尔用,4-8小时,"身体疲劳无处缓解,上厕所不便,手机/电瓶车充电难","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,"完全由政府出资,向骑手收取少量费用",愿意支付,3.0,,6个月-1年,8000-12000元
343,741,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，偶尔用,8-12小时,"上厕所不便,手机/电瓶车充电难,饮水不便","便利服务,充足的电瓶车停车位",闲置核酸亭/集装箱改造,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,1.0,,不到6个月,8000-12000元
344,320,外卖骑手,31-40岁,众包,住宅区/社区为主,完全不知道,超过12小时,"身体疲劳无处缓解,饮水不便","充足的电瓶车停车位,充电续航",社区便利店/超市内,A（高频便利型）,4.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,"完全由政府出资,由外卖平台承担",愿意支付,4.0,,6个月-1年,8000-12000元
348,938,外卖骑手,25-30岁,专送,住宅区/社区为主,是，偶尔用,4-8小时,"找不到合适地方休息,上厕所不便,身体疲劳无处缓解","应急庇护,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,,不到6个月,8000-12000元
349,71,外卖骑手,25-30岁,专送,混合区域,完全不知道,8-12小时,饮水不便,"充电续航,基础休憩",社区党群服务中心,B（综合保障型）,5.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,"完全由政府出资,广告收入",视情况而定,1.0,,不到6个月,5000-8000元
351,200,外卖骑手,25-30岁,众包,混合区域,是，经常用,超过12小时,"上厕所不便,饮水不便","基础休憩,充电续航",小区出入口/门卫室附近,A（高频便利型）,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,"向骑手收取少量费用,广告收入",不太愿意,4.0,,不到6个月,8000-12000元
354,274,外卖骑手,18-24岁,专送,商业区/写字楼为主,是，经常用,超过12小时,"身体疲劳无处缓解,饮水不便","便利服务,应急庇护",小区出入口/门卫室附近,C（弹性流动型）,3.0,3.0,4.0,5.0,1.0,5.0,5.0,4.0,3.0,"广告收入,由外卖平台承担",完全不愿意,1.0,,1-3年,5000-8000元
355,417,外卖骑手,31-40岁,众包,住宅区/社区为主,完全不知道,8-12小时,"身体疲劳无处缓解,找不到合适地方休息","应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,4.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,4.0,"向骑手收取少量费用,完全由政府出资",完全不愿意,3.0,,不到6个月,12000元以上
357,541,外卖骑手,25-30岁,专送,商业区/写字楼为主,知道，但从没用过,8-12小时,"手机/电瓶车充电难,饮水不便","便利服务,应急庇护",小区出入口/门卫室附近,B（综合保障型）,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,"由外卖平台承担,完全由政府出资",视情况而定,5.0,,1-3年,12000元以上
361,289,外卖骑手,18-24岁,众包,商业区/写字楼为主,是，经常用,4-8小时,"手机/电瓶车充电难,饮水不便,上厕所不便","应急庇护,便利服务",闲置核酸亭/集装箱改造,A（高频便利型）,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,"完全由政府出资,广告收入",愿意支付,2.0,,6个月-1年,5000-8000元
362,250,外卖骑手,18-24岁,专送,商业区/写字楼为主,是，偶尔用,8-12小时,找不到合适地方休息,"充电续航,便利服务",社区党群服务中心,A（高频便利型）,3.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,,1-3年,8000-12000元
365,398,外卖骑手,25-30岁,众包,商业区/写字楼为主,完全不知道,8-12小时,"手机/电瓶车充电难,饮水不便","便利服务,基础休憩",闲置核酸亭/集装箱改造,A（高频便利型）,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"由外卖平台承担,广告收入",不太愿意,4.0,,1-3年,8000-12000元
368,347,外卖骑手,31-40岁,众包,商业区/写字楼为主,是，偶尔用,超过12小时,找不到合适地方休息,"充电续航,便利服务",小区出入口/门卫室附近,A（高频便利型）,4.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,3.0,"广告收入,向骑手收取少量费用",愿意支付,2.0,,不到6个月,8000-12000元
371,442,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，经常用,4-8小时,手机/电瓶车充电难,"充足的电瓶车停车位,基础休憩",小区出入口/门卫室附近,B（综合保障型）,4.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,"由外卖平台承担,广告收入",视情况而定,2.0,,不到6个月,12000元以上
374,260,外卖骑手,18-24岁,专送,混合区域,是，经常用,8-12小时,"手机/电瓶车充电难,饮水不便","应急庇护,基础休憩",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,"向骑手收取少量费用,完全由政府出资",不太愿意,4.0,,6个月-1年,5000-8000元
376,310,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，偶尔用,少于4小时,"上厕所不便,身体疲劳无处缓解,找不到合适地方休息","充电续航,应急庇护",社区便利店/超市内,B（综合保障型）,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"广告收入,向骑手收取少量费用",不太愿意,4.0,,1-3年,5000-8000元
379,1665,外卖骑手,31-40岁,众包,商业区/写字楼为主,是，偶尔用,4-8小时,"上厕所不便,饮水不便,身体疲劳无处缓解","充足的电瓶车停车位,应急庇护",小区出入口/门卫室附近,A（高频便利型）,4.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,5.0,,3年以上,8000-12000元
381,510,外卖骑手,18-24岁,众包,住宅区/社区为主,是，经常用,少于4小时,饮水不便,"充足的电瓶车停车位,便利服务",社区便利店/超市内,B（综合保障型）,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,"完全由政府出资,由外卖平台承担",愿意支付,4.0,,不到6个月,8000-12000元
382,318,外卖骑手,25-30岁,众包,商业区/写字楼为主,知道，但从没用过,少于4小时,饮水不便,"充足的电瓶车停车位,充电续航",社区便利店/超市内,A（高频便利型）,3.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,"完全由政府出资,由外卖平台承担",愿意支付,3.0,,6个月-1年,5000-8000元
383,616,外卖骑手,18-24岁,众包,住宅区/社区为主,是，经常用,超过12小时,"手机/电瓶车充电难,饮水不便","充电续航,充足的电瓶车停车位",社区党群服务中心,B（综合保障型）,4.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,"向骑手收取少量费用,广告收入",愿意支付,3.0,,不到6个月,5000-8000元
385,934,外卖骑手,18-24岁,专送,住宅区/社区为主,是，偶尔用,8-12小时,"身体疲劳无处缓解,上厕所不便,饮水不便","便利服务,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,"完全由政府出资,向骑手收取少量费用",愿意支付,1.0,,6个月-1年,12000元以上
388,326,外卖骑手,25-30岁,众包,混合区域,完全不知道,8-12小时,上厕所不便,"基础休憩,应急庇护",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,"完全由政府出资,由外卖平台承担",不太愿意,4.0,,不到6个月,12000元以上
391,122,外卖骑手,31-40岁,众包,商业区/写字楼为主,完全不知道,少于4小时,"饮水不便,手机/电瓶车充电难","基础休憩,应急庇护",社区便利店/超市内,B（综合保障型）,4.0,3.0,3.0,3.0,1.0,4.0,4.0,5.0,4.0,"完全由政府出资,广告收入",完全不愿意,5.0,,不到6个月,5000-8000元
392,198,外卖骑手,25-30岁,众包,商业区/写字楼为主,知道，但从没用过,超过12小时,上厕所不便,"充足的电瓶车停车位,应急庇护",社区便利店/超市内,B（综合保障型）,4.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,"由外卖平台承担,向骑手收取少量费用",视情况而定,5.0,,6个月-1年,8000-12000元
393,317,外卖骑手,25-30岁,专送,商业区/写字楼为主,是，偶尔用,4-8小时,"身体疲劳无处缓解,找不到合适地方休息,饮水不便","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,"完全由政府出资,向骑手收取少量费用",愿意支付,3.0,,不到6个月,8000-12000元
394,503,外卖骑手,25-30岁,众包,混合区域,知道，但从没用过,8-12小时,身体疲劳无处缓解,"便利服务,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,"广告收入,向骑手收取少量费用",愿意支付,3.0,,不到6个月,8000-12000元
396,204,外卖骑手,41岁及以上,众包,住宅区/社区为主,知道，但从没用过,4-8小时,"身体疲劳无处缓解,饮水不便","便利服务,基础休憩",闲置核酸亭/集装箱改造,C（弹性流动型）,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,"广告收入,完全由政府出资",愿意支付,3.0,,6个月-1年,8000-12000元
397,1095,外卖骑手,25-30岁,众包,商业区/写字楼为主,知道，但从没用过,超过12小时,"饮水不便,手机/电瓶车充电难","充电续航,应急庇护",小区出入口/门卫室附近,B（综合保障型）,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,"由外卖平台承担,完全由政府出资",不太愿意,2.0,,6个月-1年,8000-12000元
400,390,外卖骑手,31-40岁,众包,混合区域,完全不知道,4-8小时,找不到合适地方休息,"便利服务,充足的电瓶车停车位",社区便利店/超市内,B（综合保障型）,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,"向骑手收取少量费用,广告收入",视情况而定,4.0,,不到6个月,5000元以下
401,437,外卖骑手,18-24岁,众包,住宅区/社区为主,是，经常用,少于4小时,找不到合适地方休息,"充电续航,应急庇护",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,"完全由政府出资,广告收入",不太愿意,3.0,,不到6个月,5000-8000元
403,481,外卖骑手,25-30岁,众包,混合区域,是，经常用,超过12小时,"身体疲劳无处缓解,饮水不便","充电续航,应急庇护",小区出入口/门卫室附近,A（高频便利型）,5.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,4.0,"由外卖平台承担,完全由政府出资",完全不愿意,1.0,,6个月-1年,12000元以上
406,318,外卖骑手,25-30岁,众包,混合区域,完全不知道,8-12小时,"上厕所不便,身体疲劳无处缓解","充足的电瓶车停车位,充电续航",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,,不到6个月,5000-8000元
407,302,外卖骑手,18-24岁,众包,混合区域,完全不知道,超过12小时,找不到合适地方休息,"应急庇护,充足的电瓶车停车位",小区出入口/门卫室附近,A（高频便利型）,3.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,"广告收入,完全由政府出资",视情况而定,1.0,,1-3年,8000-12000元
408,1078,外卖骑手,25-30岁,专送,商业区/写字楼为主,知道，但从没用过,4-8小时,"身体疲劳无处缓解,手机/电瓶车充电难,饮水不便","充电续航,充足的电瓶车停车位",小区出入口/门卫室附近,B（综合保障型）,4.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,4.0,"广告收入,由外卖平台承担",视情况而定,1.0,,1-3年,12000元以上
410,122,外卖骑手,31-40岁,专送,住宅区/社区为主,是，偶尔用,超过12小时,手机/电瓶车充电难,"应急庇护,便利服务",社区便利店/超市内,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,4.0,3.0,5.0,4.0,"由外卖平台承担,完全由政府出资",视情况而定,4.0,,3年以上,5000-8000元
412,219,外卖骑手,25-30岁,众包,住宅区/社区为主,知道，但从没用过,8-12小时,"饮水不便,找不到合适地方休息,手机/电瓶车充电难","充足的电瓶车停车位,充电续航",社区便利店/超市内,A（高频便利型）,3.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,"由外卖平台承担,向骑手收取少量费用",不太愿意,1.0,,不到6个月,12000元以上
413,294,外卖骑手,25-30岁,众包,住宅区/社区为主,知道，但从没用过,8-12小时,"饮水不便,上厕所不便,手机/电瓶车充电难","充足的电瓶车停车位,便利服务",小区出入口/门卫室附近,B（综合保障型）,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,"由外卖平台承担,广告收入",完全不愿意,2.0,,不到6个月,8000-12000元
