ID,Duration,Role,Age_Group,Delivery_Type,Area_Type,Usage_Exp,Work_Hours,Inconvenience_M,Feature_Importance_M,Loc_Preference,Scheme_Choice,PU_Efficiency,PU_Safety,PU_Value,PEOU_Search,Attention_Check,PEOU_Process,PEOU_Habit,BI_Usage,BI_Recommend,Cost_Bearing_M,Pay_Willingness,Ad_Acceptance,Rider_Concern_Open,Career_Duration,Monthly_Income,Scale_Variance,Suspicion_Score
177,226,外卖骑手,25-30岁,众包,商业区/写字楼为主,完全不知道,8-12小时,"找不到合适地方休息,身体疲劳无处缓解,饮水不便","应急庇护,基础休憩",社区党群服务中心,B（综合保障型）,4.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,"完全由政府出资,广告收入",愿意支付,3.0,,1-3年,8000-12000元,0.21428571428571427,0
178,545,外卖骑手,25-30岁,专送,商业区/写字楼为主,是，经常用,超过12小时,"找不到合适地方休息,手机/电瓶车充电难,身体疲劳无处缓解","充足的电瓶车停车位,基础休憩",闲置核酸亭/集装箱改造,B（综合保障型）,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,"完全由政府出资,广告收入",不太愿意,3.0,,3年以上,5000-8000元,0.21428571428571427,0
180,200,外卖骑手,31-40岁,专送,住宅区/社区为主,完全不知道,4-8小时,"上厕所不便,找不到合适地方休息,身体疲劳无处缓解","充电续航,便利服务",社区便利店/超市内,B（综合保障型）,4.0,4.0,5.0,5.0,1.0,4.0,5.0,4.0,4.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,3.0,,1-3年,5000元以下,0.26785714285714285,0
182,246,外卖骑手,31-40岁,专送,商业区/写字楼为主,知道，但从没用过,8-12小时,身体疲劳无处缓解,"基础休憩,应急庇护",社区便利店/超市内,A（高频便利型）,5.0,4.0,4.0,5.0,1.0,5.0,5.0,3.0,4.0,"完全由政府出资,由外卖平台承担",愿意支付,2.0,,不到6个月,8000-12000元,0.5535714285714286,0
185,302,外卖骑手,18-24岁,专送,商业区/写字楼为主,是，经常用,4-8小时,"饮水不便,上厕所不便","充足的电瓶车停车位,基础休憩",社区便利店/超市内,B（综合保障型）,4.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,"向骑手收取少量费用,完全由政府出资",不太愿意,1.0,,1-3年,5000-8000元,0.26785714285714285,0
191,228,外卖骑手,18-24岁,众包,混合区域,是，偶尔用,4-8小时,"身体疲劳无处缓解,上厕所不便,饮水不便","便利服务,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,3.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,"由外卖平台承担,广告收入",愿意支付,3.0,,不到6个月,12000元以上,0.21428571428571427,1
192,442,外卖骑手,18-24岁,众包,住宅区/社区为主,知道，但从没用过,超过12小时,手机/电瓶车充电难,"充电续航,基础休憩",小区出入口/门卫室附近,C（弹性流动型）,5.0,4.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,"向骑手收取少量费用,广告收入",不太愿意,5.0,,不到6个月,8000-12000元,0.26785714285714285,0
193,440,外卖骑手,18-24岁,众包,住宅区/社区为主,完全不知道,4-8小时,"身体疲劳无处缓解,上厕所不便","应急庇护,充电续航",小区出入口/门卫室附近,A（高频便利型）,4.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,"完全由政府出资,向骑手收取少量费用",视情况而定,4.0,,不到6个月,5000元以下,0.26785714285714285,0
203,274,外卖骑手,18-24岁,众包,混合区域,是，经常用,8-12小时,"找不到合适地方休息,身体疲劳无处缓解,手机/电瓶车充电难","便利服务,充足的电瓶车停车位",小区出入口/门卫室附近,A（高频便利型）,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,"由外卖平台承担,广告收入",完全不愿意,3.0,,不到6个月,5000-8000元,0.26785714285714285,0
205,643,外卖骑手,31-40岁,专送,商业区/写字楼为主,知道，但从没用过,4-8小时,"手机/电瓶车充电难,找不到合适地方休息","便利服务,应急庇护",闲置核酸亭/集装箱改造,A（高频便利型）,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,"广告收入,向骑手收取少量费用",愿意支付,4.0,,6个月-1年,5000元以下,0.21428571428571427,0
209,267,外卖骑手,18-24岁,众包,住宅区/社区为主,是，偶尔用,4-8小时,饮水不便,"应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"广告收入,完全由政府出资",不太愿意,5.0,,1-3年,12000元以上,0.125,1
211,177,外卖骑手,25-30岁,专送,混合区域,知道，但从没用过,超过12小时,饮水不便,"便利服务,基础休憩",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,3.0,1.0,3.0,5.0,3.0,4.0,"广告收入,向骑手收取少量费用",视情况而定,3.0,,不到6个月,5000-8000元,0.5,0
216,223,外卖骑手,25-30岁,专送,混合区域,完全不知道,超过12小时,"手机/电瓶车充电难,上厕所不便","基础休憩,充足的电瓶车停车位",社区便利店/超市内,C（弹性流动型）,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,"完全由政府出资,向骑手收取少量费用",视情况而定,3.0,,6个月-1年,5000-8000元,0.125,0
217,878,外卖骑手,25-30岁,专送,商业区/写字楼为主,是，经常用,4-8小时,"饮水不便,身体疲劳无处缓解","应急庇护,便利服务",小区出入口/门卫室附近,C（弹性流动型）,4.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,"由外卖平台承担,广告收入",愿意支付,1.0,,1-3年,12000元以上,0.2857142857142857,1
218,410,外卖骑手,18-24岁,众包,商业区/写字楼为主,是，经常用,超过12小时,"饮水不便,手机/电瓶车充电难,身体疲劳无处缓解","便利服务,应急庇护",社区便利店/超市内,A（高频便利型）,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,3.0,,6个月-1年,5000-8000元,0.21428571428571427,0
219,387,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，偶尔用,4-8小时,找不到合适地方休息,"基础休憩,充电续航",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,5.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,"广告收入,向骑手收取少量费用",完全不愿意,4.0,,1-3年,5000元以下,0.4107142857142857,0
220,273,外卖骑手,31-40岁,众包,商业区/写字楼为主,是，偶尔用,4-8小时,"身体疲劳无处缓解,饮水不便,找不到合适地方休息","便利服务,基础休憩",社区便利店/超市内,A（高频便利型）,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,"向骑手收取少量费用,广告收入",完全不愿意,2.0,,3年以上,8000-12000元,0.21428571428571427,0
225,240,外卖骑手,25-30岁,专送,混合区域,是，偶尔用,8-12小时,身体疲劳无处缓解,"充电续航,基础休憩",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,4.0,5.0,3.0,1.0,4.0,4.0,4.0,5.0,"完全由政府出资,由外卖平台承担",不太愿意,2.0,,不到6个月,12000元以上,0.4107142857142857,0
230,393,外卖骑手,18-24岁,众包,住宅区/社区为主,是，偶尔用,4-8小时,"找不到合适地方休息,手机/电瓶车充电难","基础休憩,应急庇护",社区党群服务中心,A（高频便利型）,4.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,4.0,"广告收入,完全由政府出资",不太愿意,3.0,,不到6个月,8000-12000元,0.2857142857142857,0
232,808,外卖骑手,18-24岁,专送,混合区域,是，偶尔用,4-8小时,"手机/电瓶车充电难,身体疲劳无处缓解","应急庇护,充足的电瓶车停车位",社区便利店/超市内,C（弹性流动型）,3.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,"完全由政府出资,向骑手收取少量费用",不太愿意,3.0,,1-3年,8000-12000元,0.4107142857142857,0
234,220,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，偶尔用,超过12小时,找不到合适地方休息,"充电续航,应急庇护",小区出入口/门卫室附近,C（弹性流动型）,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,"完全由政府出资,向骑手收取少量费用",视情况而定,3.0,,1-3年,5000-8000元,0.21428571428571427,0
236,560,外卖骑手,18-24岁,众包,住宅区/社区为主,完全不知道,8-12小时,找不到合适地方休息,"便利服务,应急庇护",小区出入口/门卫室附近,A（高频便利型）,5.0,5.0,5.0,4.0,1.0,4.0,5.0,3.0,4.0,"完全由政府出资,广告收入",完全不愿意,2.0,,6个月-1年,5000-8000元,0.5535714285714286,0
241,520,外卖骑手,25-30岁,众包,混合区域,知道，但从没用过,超过12小时,"饮水不便,手机/电瓶车充电难","基础休憩,便利服务",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,3.0,"由外卖平台承担,向骑手收取少量费用",不太愿意,4.0,,不到6个月,12000元以上,0.4107142857142857,0
245,289,外卖骑手,31-40岁,专送,住宅区/社区为主,知道，但从没用过,8-12小时,"饮水不便,手机/电瓶车充电难","充电续航,便利服务",闲置核酸亭/集装箱改造,B（综合保障型）,4.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,广告收入",愿意支付,2.0,,不到6个月,8000-12000元,0.125,0
249,546,外卖骑手,18-24岁,众包,混合区域,知道，但从没用过,8-12小时,"找不到合适地方休息,饮水不便,上厕所不便","充电续航,应急庇护",社区便利店/超市内,A（高频便利型）,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,5.0,"向骑手收取少量费用,由外卖平台承担",愿意支付,2.0,,1-3年,8000-12000元,0.2857142857142857,0
251,687,外卖骑手,18-24岁,众包,混合区域,知道，但从没用过,4-8小时,"上厕所不便,身体疲劳无处缓解,手机/电瓶车充电难","充足的电瓶车停车位,应急庇护",社区便利店/超市内,B（综合保障型）,5.0,4.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,"由外卖平台承担,完全由政府出资",视情况而定,3.0,,6个月-1年,5000元以下,0.26785714285714285,0
254,296,外卖骑手,18-24岁,众包,混合区域,知道，但从没用过,8-12小时,"身体疲劳无处缓解,手机/电瓶车充电难","充电续航,基础休憩",社区便利店/超市内,A（高频便利型）,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,"向骑手收取少量费用,完全由政府出资",愿意支付,5.0,,6个月-1年,8000-12000元,0.125,0
255,373,外卖骑手,25-30岁,专送,住宅区/社区为主,是，偶尔用,8-12小时,"上厕所不便,手机/电瓶车充电难,饮水不便","便利服务,应急庇护",闲置核酸亭/集装箱改造,A（高频便利型）,3.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,"向骑手收取少量费用,完全由政府出资",视情况而定,4.0,,6个月-1年,8000-12000元,0.2857142857142857,0
258,564,外卖骑手,41岁及以上,众包,住宅区/社区为主,完全不知道,4-8小时,"身体疲劳无处缓解,饮水不便","充电续航,应急庇护",社区便利店/超市内,A（高频便利型）,3.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,"由外卖平台承担,广告收入",视情况而定,2.0,,不到6个月,5000元以下,0.21428571428571427,0
265,240,外卖骑手,25-30岁,众包,商业区/写字楼为主,知道，但从没用过,8-12小时,"身体疲劳无处缓解,手机/电瓶车充电难,饮水不便","应急庇护,便利服务",社区便利店/超市内,A（高频便利型）,5.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,5.0,"完全由政府出资,向骑手收取少量费用",视情况而定,1.0,,不到6个月,12000元以上,0.26785714285714285,0
266,240,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，经常用,8-12小时,上厕所不便,"充足的电瓶车停车位,应急庇护",社区便利店/超市内,B（综合保障型）,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,"由外卖平台承担,向骑手收取少量费用",不太愿意,2.0,,1-3年,12000元以上,0.125,0
270,219,外卖骑手,18-24岁,众包,住宅区/社区为主,完全不知道,4-8小时,"饮水不便,手机/电瓶车充电难","充电续航,基础休憩",社区便利店/超市内,A（高频便利型）,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,"由外卖平台承担,广告收入",不太愿意,1.0,,不到6个月,8000-12000元,0.125,0
271,451,外卖骑手,25-30岁,专送,住宅区/社区为主,完全不知道,8-12小时,找不到合适地方休息,"基础休憩,便利服务",小区出入口/门卫室附近,C（弹性流动型）,5.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,4.0,"向骑手收取少量费用,广告收入",完全不愿意,3.0,,1-3年,8000-12000元,0.26785714285714285,0
276,562,外卖骑手,31-40岁,专送,混合区域,知道，但从没用过,超过12小时,"手机/电瓶车充电难,找不到合适地方休息","充电续航,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,"完全由政府出资,由外卖平台承担",不太愿意,2.0,,不到6个月,12000元以上,0.125,0
277,301,外卖骑手,31-40岁,专送,住宅区/社区为主,完全不知道,4-8小时,"找不到合适地方休息,身体疲劳无处缓解,上厕所不便","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,5.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,4.0,"广告收入,由外卖平台承担",不太愿意,4.0,,不到6个月,8000-12000元,0.26785714285714285,0
279,278,外卖骑手,25-30岁,众包,住宅区/社区为主,是，经常用,少于4小时,"饮水不便,身体疲劳无处缓解","基础休憩,充电续航",闲置核酸亭/集装箱改造,A（高频便利型）,2.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,"完全由政府出资,向骑手收取少量费用",视情况而定,3.0,,1-3年,5000-8000元,0.5,1
281,563,外卖骑手,18-24岁,众包,商业区/写字楼为主,是，偶尔用,8-12小时,"上厕所不便,手机/电瓶车充电难,找不到合适地方休息","充足的电瓶车停车位,充电续航",小区出入口/门卫室附近,A（高频便利型）,4.0,3.0,5.0,4.0,1.0,4.0,5.0,4.0,3.0,"由外卖平台承担,广告收入",完全不愿意,5.0,,不到6个月,12000元以上,0.5714285714285714,0
284,352,外卖骑手,25-30岁,众包,商业区/写字楼为主,完全不知道,超过12小时,手机/电瓶车充电难,"基础休憩,便利服务",闲置核酸亭/集装箱改造,C（弹性流动型）,5.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,3.0,"广告收入,由外卖平台承担",视情况而定,4.0,,不到6个月,12000元以上,0.5535714285714286,0
286,634,外卖骑手,31-40岁,专送,商业区/写字楼为主,知道，但从没用过,4-8小时,"找不到合适地方休息,饮水不便","应急庇护,充足的电瓶车停车位",闲置核酸亭/集装箱改造,B（综合保障型）,3.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,"广告收入,完全由政府出资",视情况而定,1.0,,不到6个月,5000-8000元,0.4107142857142857,0
289,773,外卖骑手,25-30岁,专送,商业区/写字楼为主,是，偶尔用,4-8小时,"找不到合适地方休息,身体疲劳无处缓解","应急庇护,充足的电瓶车停车位",小区出入口/门卫室附近,C（弹性流动型）,2.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,"向骑手收取少量费用,由外卖平台承担",不太愿意,2.0,,1-3年,8000-12000元,0.4107142857142857,0
292,465,外卖骑手,31-40岁,专送,住宅区/社区为主,是，偶尔用,少于4小时,身体疲劳无处缓解,"应急庇护,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,"由外卖平台承担,广告收入",不太愿意,5.0,,6个月-1年,5000-8000元,0.26785714285714285,1
296,338,外卖骑手,25-30岁,专送,商业区/写字楼为主,知道，但从没用过,8-12小时,"饮水不便,手机/电瓶车充电难,找不到合适地方休息","充电续航,基础休憩",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,3.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,,6个月-1年,12000元以上,0.2857142857142857,0
298,1014,外卖骑手,18-24岁,众包,商业区/写字楼为主,是，经常用,少于4小时,饮水不便,"便利服务,应急庇护",小区出入口/门卫室附近,A（高频便利型）,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,"由外卖平台承担,完全由政府出资",愿意支付,3.0,,不到6个月,5000-8000元,0.125,1
301,604,外卖骑手,25-30岁,众包,混合区域,是，经常用,少于4小时,"身体疲劳无处缓解,上厕所不便","应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,"由外卖平台承担,向骑手收取少量费用",不太愿意,1.0,,不到6个月,5000元以下,0.21428571428571427,0
306,310,外卖骑手,31-40岁,专送,住宅区/社区为主,是，经常用,8-12小时,"上厕所不便,找不到合适地方休息,饮水不便","充电续航,应急庇护",社区便利店/超市内,C（弹性流动型）,4.0,4.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,"广告收入,由外卖平台承担",视情况而定,2.0,,6个月-1年,5000-8000元,0.4107142857142857,0
311,658,外卖骑手,18-24岁,众包,商业区/写字楼为主,知道，但从没用过,8-12小时,饮水不便,"基础休憩,应急庇护",小区出入口/门卫室附近,A（高频便利型）,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,"完全由政府出资,向骑手收取少量费用",完全不愿意,5.0,,3年以上,8000-12000元,0.26785714285714285,0
317,207,外卖骑手,18-24岁,众包,住宅区/社区为主,是，偶尔用,超过12小时,"饮水不便,身体疲劳无处缓解,上厕所不便","基础休憩,充电续航",社区党群服务中心,B（综合保障型）,4.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,"广告收入,完全由政府出资",视情况而定,4.0,,不到6个月,8000-12000元,0.26785714285714285,0
321,475,外卖骑手,31-40岁,专送,商业区/写字楼为主,知道，但从没用过,超过12小时,身体疲劳无处缓解,"应急庇护,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,"向骑手收取少量费用,广告收入",视情况而定,3.0,,6个月-1年,8000-12000元,0.2857142857142857,0
323,184,外卖骑手,18-24岁,专送,混合区域,是，偶尔用,8-12小时,"身体疲劳无处缓解,找不到合适地方休息","充电续航,应急庇护",社区便利店/超市内,A（高频便利型）,4.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"广告收入,完全由政府出资",不太愿意,2.0,,不到6个月,5000-8000元,0.125,0
333,443,外卖骑手,25-30岁,众包,混合区域,是，偶尔用,4-8小时,找不到合适地方休息,"应急庇护,便利服务",社区便利店/超市内,B（综合保障型）,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,"广告收入,由外卖平台承担",不太愿意,2.0,,不到6个月,5000元以下,0.26785714285714285,0
334,787,外卖骑手,31-40岁,众包,商业区/写字楼为主,是，偶尔用,少于4小时,饮水不便,"充电续航,基础休憩",小区出入口/门卫室附近,B（综合保障型）,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,4.0,,6个月-1年,5000元以下,0.26785714285714285,0
335,317,外卖骑手,18-24岁,众包,住宅区/社区为主,是，偶尔用,8-12小时,"上厕所不便,手机/电瓶车充电难","充足的电瓶车停车位,应急庇护",小区出入口/门卫室附近,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,"向骑手收取少量费用,完全由政府出资",愿意支付,5.0,,6个月-1年,8000-12000元,0.2857142857142857,0
337,181,外卖骑手,18-24岁,众包,住宅区/社区为主,知道，但从没用过,4-8小时,"找不到合适地方休息,身体疲劳无处缓解","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,"广告收入,由外卖平台承担",视情况而定,4.0,,6个月-1年,12000元以上,0.26785714285714285,1
341,369,外卖骑手,41岁及以上,众包,商业区/写字楼为主,是，经常用,8-12小时,找不到合适地方休息,"应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,"广告收入,完全由政府出资",视情况而定,4.0,,不到6个月,5000-8000元,0.2857142857142857,0
342,257,外卖骑手,25-30岁,众包,混合区域,是，偶尔用,4-8小时,"身体疲劳无处缓解,上厕所不便,手机/电瓶车充电难","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,"完全由政府出资,向骑手收取少量费用",愿意支付,3.0,,6个月-1年,8000-12000元,0.26785714285714285,0
343,741,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，偶尔用,8-12小时,"上厕所不便,手机/电瓶车充电难,饮水不便","便利服务,充足的电瓶车停车位",闲置核酸亭/集装箱改造,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,1.0,,不到6个月,8000-12000元,0.125,0
344,320,外卖骑手,31-40岁,众包,住宅区/社区为主,完全不知道,超过12小时,"身体疲劳无处缓解,饮水不便","充足的电瓶车停车位,充电续航",社区便利店/超市内,A（高频便利型）,4.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,"完全由政府出资,由外卖平台承担",愿意支付,4.0,,6个月-1年,8000-12000元,0.125,0
348,938,外卖骑手,25-30岁,专送,住宅区/社区为主,是，偶尔用,4-8小时,"找不到合适地方休息,上厕所不便,身体疲劳无处缓解","应急庇护,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,,不到6个月,8000-12000元,0.2857142857142857,0
351,200,外卖骑手,25-30岁,众包,混合区域,是，经常用,超过12小时,"上厕所不便,饮水不便","基础休憩,充电续航",小区出入口/门卫室附近,A（高频便利型）,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,"向骑手收取少量费用,广告收入",不太愿意,4.0,,不到6个月,8000-12000元,0.21428571428571427,0
354,274,外卖骑手,18-24岁,专送,商业区/写字楼为主,是，经常用,超过12小时,"身体疲劳无处缓解,饮水不便","便利服务,应急庇护",小区出入口/门卫室附近,C（弹性流动型）,3.0,3.0,4.0,5.0,1.0,5.0,5.0,4.0,3.0,"广告收入,由外卖平台承担",完全不愿意,1.0,,1-3年,5000-8000元,0.8571428571428571,0
355,417,外卖骑手,31-40岁,众包,住宅区/社区为主,完全不知道,8-12小时,"身体疲劳无处缓解,找不到合适地方休息","应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,4.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,4.0,"向骑手收取少量费用,完全由政府出资",完全不愿意,3.0,,不到6个月,12000元以上,0.26785714285714285,0
362,250,外卖骑手,18-24岁,专送,商业区/写字楼为主,是，偶尔用,8-12小时,找不到合适地方休息,"充电续航,便利服务",社区党群服务中心,A（高频便利型）,3.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,,1-3年,8000-12000元,0.21428571428571427,0
365,398,外卖骑手,25-30岁,众包,商业区/写字楼为主,完全不知道,8-12小时,"手机/电瓶车充电难,饮水不便","便利服务,基础休憩",闲置核酸亭/集装箱改造,A（高频便利型）,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"由外卖平台承担,广告收入",不太愿意,4.0,,1-3年,8000-12000元,0.125,0
368,347,外卖骑手,31-40岁,众包,商业区/写字楼为主,是，偶尔用,超过12小时,找不到合适地方休息,"充电续航,便利服务",小区出入口/门卫室附近,A（高频便利型）,4.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,3.0,"广告收入,向骑手收取少量费用",愿意支付,2.0,,不到6个月,8000-12000元,0.5714285714285714,0
