ID,答题时间,Q1_身份,Q2_年龄段,Q3_配送类型,Q4_配送区域类型,Q5_是否用过驿站,Q6_跑单时长,Q7_最不便方面_多选,Q8_驿站重要功能_多选,Q9_驿站选址偏好,Q10_方案取舍,Q11_效率恢复_量表,Q12_安全缓冲_量表,Q13_价值感知_量表,Q14_寻找难易_量表,Q15_注意力测试_量表,Q16_使用流程_量表,Q17_习惯难度_量表,Q18_使用可能_量表,Q19_推荐意愿_量表,Q20_运营费用承担_多选,Q21_付费意愿,Q22_广告接受度_量表,Q23_运营顾虑_开放,Q24_从业时间,Q25_月收入,Q26_商户店铺类型,Q27_商户店址位置,Q28_骑手客源占比,Q29_目前骑手停留情况,Q30_参与合作意向,Q31_合作顾虑点_多选,Q32_激励方式偏好_多选,Q33_商户具体想法_开放,Q34_居民见骑手频率,Q35_对骑手露宿态度,Q36_对驿站总体态度,Q37_50米内距离敏感度,Q38_居民主要担忧_多选,Q39_驿站管理原则_多选,Q40_参与讨论意愿,Q41_居民建议建议_开放,Q42_社区居住时长
322,1263,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,不知道,,,,,,,,,,暂无,偶尔看到,没感觉,比较支持,否,"噪音/卫生问题,充电消防隐患","物业监督,禁止吸烟",不太愿意,没想法,5年以上
323,184,外卖骑手,18-24岁,专送,混合区域,是，偶尔用,8-12小时,"身体疲劳无处缓解,找不到合适地方休息","充电续航,应急庇护",社区便利店/超市内,A（高频便利型）,4.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"广告收入,完全由政府出资",不太愿意,2.0,最好能有些雨衣雨鞋的应急借用。,不到6个月,5000-8000元,,,,,,,,。,,,,,,,,-,
324,302,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,暂无,很少看到,没感觉,中立,否,充电消防隐患,禁止吸烟,不太愿意,同意,5年以上
325,1098,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,没啥,,,其他服务店,是，就在小区门口,很少,从未有过,可以考虑,"安全责任问题,影响店面卫生",水电补贴,跳过,,,,,,,,没有,
326,342,外卖骑手,41岁及以上,众包,混合区域,完全不知道,少于4小时,"找不到合适地方休息,上厕所不便","充电续航,充足的电瓶车停车位",社区党群服务中心,A（高频便利型）,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,完全由政府出资",视情况而定,5.0,无,1-3年,12000元以上,,,,,,,,无意见,,,,,,,,1,
327,332,外卖骑手,18-24岁,众包,商业区/写字楼为主,完全不知道,少于4小时,找不到合适地方休息,"基础休憩,充电续航",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,"完全由政府出资,由外卖平台承担",完全不愿意,5.0,暂无,1-3年,12000元以上,,,,,,,,。,,,,,,,,没,
328,324,社区周边商户,31-40岁,,,,,,,,,,,,,,,,,,,,,跳过,,,其他服务店,是，就在小区门口,很少,很少有,不愿意,影响店面卫生,"平台流量曝光,水电补贴",不知道,,,,,,,,没啥,
329,632,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,没啥,,,,,,,,,,。,偶尔看到,影响美观,比较支持,是,充电消防隐患,物业监督,无所谓,没啥,5年以上
330,712,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,没啥,,,,,,,,,,没,很少看到,影响美观,不太支持,是,噪音/卫生问题,"禁止吸烟,物业监督",无所谓,别影响小区的整体美观和环境质量。,少于1年
331,355,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,不知道,,,,,,,,,,没有,很少看到,影响美观,比较支持,否,充电消防隐患,"物业监督,禁止吸烟",不太愿意,安全第一，不管是充电还是治安，都要有保障。,5年以上
332,723,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,跳过,经常看到,没感觉,比较支持,是,噪音/卫生问题,"禁止吸烟,物业监督",不太愿意,其实这也是城市温度的体现，大家应该多理解。,1-5年
333,443,外卖骑手,25-30岁,众包,混合区域,是，偶尔用,4-8小时,找不到合适地方休息,"应急庇护,便利服务",社区便利店/超市内,B（综合保障型）,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,"广告收入,由外卖平台承担",不太愿意,2.0,没啥,不到6个月,5000元以下,,,,,,,,-,,,,,,,,暂无,
334,787,外卖骑手,31-40岁,众包,商业区/写字楼为主,是，偶尔用,少于4小时,饮水不便,"充电续航,基础休憩",小区出入口/门卫室附近,B（综合保障型）,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,4.0,暂无,6个月-1年,5000元以下,,,,,,,,-,,,,,,,,没有,
335,317,外卖骑手,18-24岁,众包,住宅区/社区为主,是，偶尔用,8-12小时,"上厕所不便,手机/电瓶车充电难","充足的电瓶车停车位,应急庇护",小区出入口/门卫室附近,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,"向骑手收取少量费用,完全由政府出资",愿意支付,5.0,希望能24小时开放，晚上跑单也没个去处。,6个月-1年,8000-12000元,,,,,,,,-,,,,,,,,。,
336,858,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,不知道,,,药店/诊所,是，在100米内,偶尔来,从未有过,不愿意,"安全责任问题,影响店面卫生","平台流量曝光,水电补贴",跳过,,,,,,,,无意见,
337,181,外卖骑手,18-24岁,众包,住宅区/社区为主,知道，但从没用过,4-8小时,"找不到合适地方休息,身体疲劳无处缓解","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,"广告收入,由外卖平台承担",视情况而定,4.0,没有,6个月-1年,12000元以上,,,,,,,,1,,,,,,,,没有,
338,136,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,不知道,,,,,,,,,,暂无,偶尔看到,没感觉,非常支持,是,"充电消防隐患,噪音/卫生问题","物业监督,禁止吸烟",愿意,挺好的,1-5年
339,241,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,-,偶尔看到,没感觉,中立,是,充电消防隐患,物业监督,无所谓,没,1-5年
340,598,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,暂无,经常看到,不希望聚集,中立,否,噪音/卫生问题,"禁止吸烟,物业监督",不太愿意,。,1-5年
341,369,外卖骑手,41岁及以上,众包,商业区/写字楼为主,是，经常用,8-12小时,找不到合适地方休息,"应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,"广告收入,完全由政府出资",视情况而定,4.0,暂无,不到6个月,5000-8000元,,,,,,,,暂无,,,,,,,,-,
342,257,外卖骑手,25-30岁,众包,混合区域,是，偶尔用,4-8小时,"身体疲劳无处缓解,上厕所不便,手机/电瓶车充电难","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,"完全由政府出资,向骑手收取少量费用",愿意支付,3.0,主要是送单高峰期根本没时间去休息。,6个月-1年,8000-12000元,,,,,,,,没想法,,,,,,,,无,
343,741,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，偶尔用,8-12小时,"上厕所不便,手机/电瓶车充电难,饮水不便","便利服务,充足的电瓶车停车位",闲置核酸亭/集装箱改造,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,1.0,没,不到6个月,8000-12000元,,,,,,,,没,,,,,,,,。,
344,320,外卖骑手,31-40岁,众包,住宅区/社区为主,完全不知道,超过12小时,"身体疲劳无处缓解,饮水不便","充足的电瓶车停车位,充电续航",社区便利店/超市内,A（高频便利型）,4.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,"完全由政府出资,由外卖平台承担",愿意支付,4.0,没,6个月-1年,8000-12000元,,,,,,,,没有,,,,,,,,不知道,
345,195,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,没,经常看到,没感觉,非常支持,是,噪音/卫生问题,禁止吸烟,无所谓,暂无,5年以上
346,591,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,-,偶尔看到,不希望聚集,中立,否,"充电消防隐患,噪音/卫生问题","物业监督,禁止吸烟",无所谓,无意见,5年以上
347,313,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,没,偶尔看到,觉得辛苦,不太支持,否,充电消防隐患,禁止吸烟,愿意,支持,1-5年
348,938,外卖骑手,25-30岁,专送,住宅区/社区为主,是，偶尔用,4-8小时,"找不到合适地方休息,上厕所不便,身体疲劳无处缓解","应急庇护,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,同意,不到6个月,8000-12000元,,,,,,,,1,,,,,,,,-,
349,71,外卖骑手,25-30岁,专送,混合区域,完全不知道,8-12小时,饮水不便,"充电续航,基础休憩",社区党群服务中心,B（综合保障型）,5.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,"完全由政府出资,广告收入",视情况而定,1.0,没有,不到6个月,5000-8000元,,,,,,,,1,,,,,,,,。,
350,224,社区周边商户,31-40岁,,,,,,,,,,,,,,,,,,,,,暂无,,,餐饮店,是，在100米内,很少,偶尔有,非常愿意,安全责任问题,"水电补贴,平台流量曝光",挺好的,,,,,,,,没啥,
351,200,外卖骑手,25-30岁,众包,混合区域,是，经常用,超过12小时,"上厕所不便,饮水不便","基础休憩,充电续航",小区出入口/门卫室附近,A（高频便利型）,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,"向骑手收取少量费用,广告收入",不太愿意,4.0,最好是在大马路边上，不要七拐八拐的,不到6个月,8000-12000元,,,,,,,,不知道,,,,,,,,。,
352,358,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,无意见,,,,,,,,,,1,偶尔看到,觉得辛苦,比较支持,是,噪音/卫生问题,禁止吸烟,愿意,挺好的,5年以上
353,221,社区周边商户,31-40岁,,,,,,,,,,,,,,,,,,,,,无,,,餐饮店,否,偶尔来,很少有,可以考虑,安全责任问题,水电补贴,可以的,,,,,,,,跳过,
354,274,外卖骑手,18-24岁,专送,商业区/写字楼为主,是，经常用,超过12小时,"身体疲劳无处缓解,饮水不便","便利服务,应急庇护",小区出入口/门卫室附近,C（弹性流动型）,3.0,3.0,4.0,5.0,1.0,5.0,5.0,4.0,3.0,"广告收入,由外卖平台承担",完全不愿意,1.0,同意,1-3年,5000-8000元,,,,,,,,没啥,,,,,,,,1,
355,417,外卖骑手,31-40岁,众包,住宅区/社区为主,完全不知道,8-12小时,"身体疲劳无处缓解,找不到合适地方休息","应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,4.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,4.0,"向骑手收取少量费用,完全由政府出资",完全不愿意,3.0,没有,不到6个月,12000元以上,,,,,,,,-,,,,,,,,没想法,
357,541,外卖骑手,25-30岁,专送,商业区/写字楼为主,知道，但从没用过,8-12小时,"手机/电瓶车充电难,饮水不便","便利服务,应急庇护",小区出入口/门卫室附近,B（综合保障型）,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,"由外卖平台承担,完全由政府出资",视情况而定,5.0,没,1-3年,12000元以上,,,,,,,,无意见,,,,,,,,没想法,
358,211,社区周边商户,31-40岁,,,,,,,,,,,,,,,,,,,,,不知道,,,药店/诊所,否,很少,偶尔有,不愿意,"安全责任问题,影响店面卫生",水电补贴,还行,,,,,,,,跳过,
359,1427,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,。,很少看到,没感觉,中立,否,"充电消防隐患,噪音/卫生问题",物业监督,无所谓,。,1-5年
360,310,社区周边商户,41岁及以上,,,,,,,,,,,,,,,,,,,,,没想法,,,餐饮店,是，在100米内,偶尔来,很少有,不愿意,影响店面卫生,"水电补贴,平台流量曝光",没啥,,,,,,,,没有,
361,289,外卖骑手,18-24岁,众包,商业区/写字楼为主,是，经常用,4-8小时,"手机/电瓶车充电难,饮水不便,上厕所不便","应急庇护,便利服务",闲置核酸亭/集装箱改造,A（高频便利型）,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,"完全由政府出资,广告收入",愿意支付,2.0,希望驿站里能配个微波炉，每天吃冷饭胃受不了。,6个月-1年,5000-8000元,,,,,,,,不知道,,,,,,,,。,
362,250,外卖骑手,18-24岁,专送,商业区/写字楼为主,是，偶尔用,8-12小时,找不到合适地方休息,"充电续航,便利服务",社区党群服务中心,A（高频便利型）,3.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,没遇到,1-3年,8000-12000元,,,,,,,,跳过,,,,,,,,1,
363,453,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,暂无,,,其他服务店,是，就在小区门口,偶尔来,经常有,不愿意,安全责任问题,平台流量曝光,1,,,,,,,,跳过,
364,452,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,跳过,,,,,,,,,,没啥,偶尔看到,没感觉,非常支持,否,"充电消防隐患,噪音/卫生问题",物业监督,无所谓,跳过,少于1年
365,398,外卖骑手,25-30岁,众包,商业区/写字楼为主,完全不知道,8-12小时,"手机/电瓶车充电难,饮水不便","便利服务,基础休憩",闲置核酸亭/集装箱改造,A（高频便利型）,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"由外卖平台承担,广告收入",不太愿意,4.0,无意见,1-3年,8000-12000元,,,,,,,,-,,,,,,,,没,
366,313,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,不知道,,,餐饮店,是，在100米内,是，经常来,偶尔有,非常愿意,安全责任问题,"水电补贴,平台流量曝光",支持,,,,,,,,没有,
367,162,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,没有,,,药店/诊所,是，就在小区门口,偶尔来,经常有,不愿意,"安全责任问题,影响店面卫生",平台流量曝光,没有,,,,,,,,没啥,
368,347,外卖骑手,31-40岁,众包,商业区/写字楼为主,是，偶尔用,超过12小时,找不到合适地方休息,"充电续航,便利服务",小区出入口/门卫室附近,A（高频便利型）,4.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,3.0,"广告收入,向骑手收取少量费用",愿意支付,2.0,不错,不到6个月,8000-12000元,,,,,,,,。,,,,,,,,无,
369,183,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,。,很少看到,觉得辛苦,不太支持,是,"噪音/卫生问题,充电消防隐患","物业监督,禁止吸烟",无所谓,支持,少于1年
370,208,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,跳过,,,药店/诊所,是，就在小区门口,是，经常来,偶尔有,非常愿意,安全责任问题,"水电补贴,平台流量曝光",不知道,,,,,,,,跳过,
371,442,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，经常用,4-8小时,手机/电瓶车充电难,"充足的电瓶车停车位,基础休憩",小区出入口/门卫室附近,B（综合保障型）,4.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,"由外卖平台承担,广告收入",视情况而定,2.0,其实哪怕只是几张椅子能坐几分钟也是好的。,不到6个月,12000元以上,,,,,,,,没啥,,,,,,,,无,
372,724,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,无意见,,,,,,,,,,没想法,很少看到,不希望聚集,中立,否,"充电消防隐患,噪音/卫生问题","禁止吸烟,物业监督",不太愿意,没有,少于1年
373,541,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,。,偶尔看到,没感觉,比较支持,是,"充电消防隐患,噪音/卫生问题","物业监督,禁止吸烟",愿意,不知道,1-5年
374,260,外卖骑手,18-24岁,专送,混合区域,是，经常用,8-12小时,"手机/电瓶车充电难,饮水不便","应急庇护,基础休憩",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,"向骑手收取少量费用,完全由政府出资",不太愿意,4.0,没有,6个月-1年,5000-8000元,,,,,,,,-,,,,,,,,。,
375,320,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,没有,很少看到,没感觉,不太支持,否,"噪音/卫生问题,充电消防隐患","物业监督,禁止吸烟",无所谓,挺好的事，建议多征求一下周边住户的意见。,1-5年
376,310,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，偶尔用,少于4小时,"上厕所不便,身体疲劳无处缓解,找不到合适地方休息","充电续航,应急庇护",社区便利店/超市内,B（综合保障型）,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"广告收入,向骑手收取少量费用",不太愿意,4.0,可以的,1-3年,5000-8000元,,,,,,,,。,,,,,,,,没想法,
377,186,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,不知道,很少看到,觉得辛苦,非常支持,否,充电消防隐患,物业监督,无所谓,挺好的,少于1年
378,197,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,不知道,很少看到,不希望聚集,非常支持,是,噪音/卫生问题,"物业监督,禁止吸烟",无所谓,希望能规范管理，别让外面乱七八糟的人也混进来。,1-5年
379,1665,外卖骑手,31-40岁,众包,商业区/写字楼为主,是，偶尔用,4-8小时,"上厕所不便,饮水不便,身体疲劳无处缓解","充足的电瓶车停车位,应急庇护",小区出入口/门卫室附近,A（高频便利型）,4.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,5.0,没,3年以上,8000-12000元,,,,,,,,无意见,,,,,,,,没啥,
380,589,社区周边商户,31-40岁,,,,,,,,,,,,,,,,,,,,,无意见,,,便利店/小超市,是，在100米内,是，经常来,经常有,可以考虑,"影响店面卫生,安全责任问题","平台流量曝光,水电补贴",还行,,,,,,,,无,
381,510,外卖骑手,18-24岁,众包,住宅区/社区为主,是，经常用,少于4小时,饮水不便,"充足的电瓶车停车位,便利服务",社区便利店/超市内,B（综合保障型）,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,"完全由政府出资,由外卖平台承担",愿意支付,4.0,没,不到6个月,8000-12000元,,,,,,,,没想法,,,,,,,,不知道,
382,318,外卖骑手,25-30岁,众包,商业区/写字楼为主,知道，但从没用过,少于4小时,饮水不便,"充足的电瓶车停车位,充电续航",社区便利店/超市内,A（高频便利型）,3.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,"完全由政府出资,由外卖平台承担",愿意支付,3.0,没,6个月-1年,5000-8000元,,,,,,,,没啥,,,,,,,,不知道,
383,616,外卖骑手,18-24岁,众包,住宅区/社区为主,是，经常用,超过12小时,"手机/电瓶车充电难,饮水不便","充电续航,充足的电瓶车停车位",社区党群服务中心,B（综合保障型）,4.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,"向骑手收取少量费用,广告收入",愿意支付,3.0,最好和换电柜绑在一起，这样最方便。,不到6个月,5000-8000元,,,,,,,,没有,,,,,,,,没啥,
384,560,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,。,,,,,,,,,,暂无,偶尔看到,没感觉,比较支持,是,充电消防隐患,禁止吸烟,无所谓,1,5年以上
385,934,外卖骑手,18-24岁,专送,住宅区/社区为主,是，偶尔用,8-12小时,"身体疲劳无处缓解,上厕所不便,饮水不便","便利服务,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,"完全由政府出资,向骑手收取少量费用",愿意支付,1.0,-,6个月-1年,12000元以上,,,,,,,,无意见,,,,,,,,没啥,
386,330,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,-,,,餐饮店,否,是，经常来,经常有,非常愿意,"影响店面卫生,安全责任问题",水电补贴,支持,,,,,,,,无,
387,184,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,没,,,其他服务店,是，在100米内,偶尔来,经常有,不愿意,"安全责任问题,影响店面卫生","平台流量曝光,水电补贴",没想法,,,,,,,,无,
388,326,外卖骑手,25-30岁,众包,混合区域,完全不知道,8-12小时,上厕所不便,"基础休憩,应急庇护",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,"完全由政府出资,由外卖平台承担",不太愿意,4.0,看情况,不到6个月,12000元以上,,,,,,,,1,,,,,,,,不知道,
389,178,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,跳过,,,,,,,,,,1,偶尔看到,觉得辛苦,不太支持,是,充电消防隐患,物业监督,不太愿意,可以的,5年以上
390,254,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,无意见,,,,,,,,,,暂无,很少看到,影响美观,中立,是,"噪音/卫生问题,充电消防隐患","物业监督,禁止吸烟",愿意,充电的电线千万别私拉乱接，看着就害怕。,1-5年
391,122,外卖骑手,31-40岁,众包,商业区/写字楼为主,完全不知道,少于4小时,"饮水不便,手机/电瓶车充电难","基础休憩,应急庇护",社区便利店/超市内,B（综合保障型）,4.0,3.0,3.0,3.0,1.0,4.0,4.0,5.0,4.0,"完全由政府出资,广告收入",完全不愿意,5.0,跳过,不到6个月,5000-8000元,,,,,,,,没有,,,,,,,,无意见,
392,198,外卖骑手,25-30岁,众包,商业区/写字楼为主,知道，但从没用过,超过12小时,上厕所不便,"充足的电瓶车停车位,应急庇护",社区便利店/超市内,B（综合保障型）,4.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,"由外卖平台承担,向骑手收取少量费用",视情况而定,5.0,同意,6个月-1年,8000-12000元,,,,,,,,。,,,,,,,,不知道,
393,317,外卖骑手,25-30岁,专送,商业区/写字楼为主,是，偶尔用,4-8小时,"身体疲劳无处缓解,找不到合适地方休息,饮水不便","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,"完全由政府出资,向骑手收取少量费用",愿意支付,3.0,暂无,不到6个月,8000-12000元,,,,,,,,跳过,,,,,,,,没想法,
394,503,外卖骑手,25-30岁,众包,混合区域,知道，但从没用过,8-12小时,身体疲劳无处缓解,"便利服务,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,"广告收入,向骑手收取少量费用",愿意支付,3.0,暂无,不到6个月,8000-12000元,,,,,,,,无意见,,,,,,,,暂无,
395,46,社区周边商户,41岁及以上,,,,,,,,,,,,,,,,,,,,,没,,,药店/诊所,是，就在小区门口,很少,从未有过,非常愿意,安全责任问题,"平台流量曝光,水电补贴",看情况,,,,,,,,-,
396,204,外卖骑手,41岁及以上,众包,住宅区/社区为主,知道，但从没用过,4-8小时,"身体疲劳无处缓解,饮水不便","便利服务,基础休憩",闲置核酸亭/集装箱改造,C（弹性流动型）,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,"广告收入,完全由政府出资",愿意支付,3.0,1,6个月-1年,8000-12000元,,,,,,,,没啥,,,,,,,,跳过,
397,1095,外卖骑手,25-30岁,众包,商业区/写字楼为主,知道，但从没用过,超过12小时,"饮水不便,手机/电瓶车充电难","充电续航,应急庇护",小区出入口/门卫室附近,B（综合保障型）,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,"由外卖平台承担,完全由政府出资",不太愿意,2.0,跳过,6个月-1年,8000-12000元,,,,,,,,。,,,,,,,,没啥,
398,400,社区周边商户,31-40岁,,,,,,,,,,,,,,,,,,,,,暂无,,,餐饮店,否,偶尔来,从未有过,非常愿意,"影响店面卫生,安全责任问题","水电补贴,平台流量曝光",不知道,,,,,,,,-,
399,1295,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,没有,,,,,,,,,,跳过,偶尔看到,影响美观,不太支持,是,充电消防隐患,"禁止吸烟,物业监督",不太愿意,挺好的,1-5年
400,390,外卖骑手,31-40岁,众包,混合区域,完全不知道,4-8小时,找不到合适地方休息,"便利服务,充足的电瓶车停车位",社区便利店/超市内,B（综合保障型）,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,"向骑手收取少量费用,广告收入",视情况而定,4.0,1,不到6个月,5000元以下,,,,,,,,没有,,,,,,,,-,
401,437,外卖骑手,18-24岁,众包,住宅区/社区为主,是，经常用,少于4小时,找不到合适地方休息,"充电续航,应急庇护",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,"完全由政府出资,广告收入",不太愿意,3.0,可以的,不到6个月,5000-8000元,,,,,,,,没啥,,,,,,,,不知道,
402,859,社区周边商户,41岁及以上,,,,,,,,,,,,,,,,,,,,,跳过,,,其他服务店,否,偶尔来,从未有过,可以考虑,"影响店面卫生,安全责任问题",平台流量曝光,跳过,,,,,,,,无,
403,481,外卖骑手,25-30岁,众包,混合区域,是，经常用,超过12小时,"身体疲劳无处缓解,饮水不便","充电续航,应急庇护",小区出入口/门卫室附近,A（高频便利型）,5.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,4.0,"由外卖平台承担,完全由政府出资",完全不愿意,1.0,感觉现在的驿站很多都是摆设，没人管。,6个月-1年,12000元以上,,,,,,,,没,,,,,,,,没想法,
404,268,社区周边商户,41岁及以上,,,,,,,,,,,,,,,,,,,,,1,,,其他服务店,否,很少,经常有,不愿意,"影响店面卫生,安全责任问题","平台流量曝光,水电补贴",还行,,,,,,,,没有,
405,1082,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,跳过,,,药店/诊所,是，在100米内,偶尔来,偶尔有,可以考虑,"安全责任问题,影响店面卫生","水电补贴,平台流量曝光",没遇到,,,,,,,,跳过,
